HudongItem,relation,NewNode
少年,cast member,渡辺文雄
富兰克林·罗斯福,place of death,沃姆斯普林斯
网络地址转换,described by source,RFC 3022: Traditional IP Network Address Translator (Traditional NAT)
中等教育,topic's main category,Category:中等教育
耶路撒冷,country,耶路撒冷王国
波兰,part of,东欧
释小龙,occupation,演员
美国偶像,original broadcaster,福克斯广播公司
少年,composer,林光
富兰克林·罗斯福,place of death,小白宫
网络地址转换,described by source,RFC 2663: IP Network Address Translator (NAT) Terminology and Considerations
耶路撒冷,country,耶路撒冷王国
圭亚那,highest point,罗赖马山
波兰,named after,Polans
释小龙,occupation,武术
少年,color,彩色
富兰克林·罗斯福,manner of death,自然死亡
网络地址转换,described by source,RFC 2993: Architectural Implications of NAT
耶路撒冷,country,阿尤布王朝
波兰,official language,波兰语
释小龙,occupation,电视演员
少年,CNC film rating (France),no age restriction (U)
富兰克林·罗斯福,cause of death,颅内出血
网络地址转换,described by source,RFC 3027: Protocol Complications with the IP Network Address Translator
耶路撒冷,country,占领区管理局
圭亚那,office held by head of state,圭亚那总统
波兰,official language,卡舒比语
释小龙,educated at,河南省实验中学
富兰克林·罗斯福,place of burial,富兰克林·D·罗斯福故居
网络地址转换,described by source,RFC 3235: Network Address Translator (NAT)-Friendly Application Design Guidelines
圭亚那,head of state,大卫·A·格兰杰
波兰,official language,白俄罗斯语
释小龙,residence,登封市
美国偶像,director,Ken Warwick
富兰克林·罗斯福,father,老詹姆斯·罗斯福
网络地址转换,topic's main category,Category:网络地址转换
耶路撒冷,country,奥斯曼帝国
圭亚那,head of state,唐纳德·拉莫塔
波兰,official language,西里西亚语
美国偶像,director,Bruce Gowers
富兰克林·罗斯福,mother,萨拉·罗斯福
耶路撒冷,country,拜占庭帝国
圭亚那,office held by head of government,Prime Minister of Guyana
波兰,anthem,波兰没有灭亡
美国偶像,director,Shane Drake
富兰克林·罗斯福,sibling,James Roosevelt Roosevelt
耶路撒冷,country,Early Islamic Period in Palestine
圭亚那,head of government,摩西·纳加穆
波兰,culture,波兰文化
美国偶像,director,Nigel Lythgoe
富兰克林·罗斯福,spouse,埃莉诺·罗斯福
耶路撒冷,country,犹大王国
圭亚那,legislative body,圭亚那国民议会
美国偶像,production company,弗里曼特尔传媒（北美）公司
富兰克林·罗斯福,child,埃利奥特·罗斯福
耶路撒冷,capital of,耶路撒冷区
圭亚那,central bank,圭亚那银行
美国偶像,distributed by,弗里曼特尔传媒（北美）公司
富兰克林·罗斯福,child,小富兰克林·德拉诺·罗斯福
耶路撒冷,capital of,犹大王国
波兰,capital,华沙
美国偶像,list of episodes,list of American Idol episodes
富兰克林·罗斯福,child,约翰·阿斯平沃尔·罗斯福
耶路撒冷,capital of,耶路撒冷王国
富兰克林·罗斯福,child,安娜·埃莉诺
波兰,located in or next to body of water,奥得河
美国偶像,has part,American Idol season 1
富兰克林·罗斯福,child,詹姆斯·罗斯福
耶路撒冷,capital of,巴勒斯坦讬管地
圭亚那,diplomatic relation,委内瑞拉
波兰,located in or next to body of water,尼萨河
美国偶像,has part,American Idol season 2
富兰克林·罗斯福,child,Franklin Delano Roosevelt
耶路撒冷,capital of,以色列王国
圭亚那,diplomatic relation,苏利南
波兰,located in or next to body of water,伊泽拉河
美国偶像,has part,American Idol season 3
富兰克林·罗斯福,child,Franklin Delano Roosevelt
耶路撒冷,capital of,巴勒斯坦
波兰,located in or next to body of water,Divoká Orlice
美国偶像,has part,American Idol season 4
富兰克林·罗斯福,relative,西奥多·罗斯福
耶路撒冷,located in the administrative territorial entity,耶路撒冷区
圭亚那,diplomatic relation,中华民国
波兰,located in or next to body of water,奥帕瓦河
美国偶像,has part,澳洲偶像
富兰克林·罗斯福,family,罗斯福家族
耶路撒冷,located in the administrative territorial entity,耶路撒冷省
波兰,located in or next to body of water,奥尔扎河
美国偶像,has part,美国偶像
耶路撒冷,located in the administrative territorial entity,犹太
波兰,located in or next to body of water,Orava
美国偶像,has part,美国偶像
耶路撒冷,located in the administrative territorial entity,耶路撒冷穆塔萨勒夫
波兰,located in or next to body of water,Białka
美国偶像,has part,美国偶像
耶路撒冷,office held by head of government,耶路撒冷市长
波兰,located in or next to body of water,杜纳耶茨河
美国偶像,has part,美国偶像
耶路撒冷,head of government,尼尔·巴尔卡特
圭亚那,diplomatic relation,格鲁吉亚
波兰,located in or next to body of water,波普拉德河
美国偶像,has part,American Idol season 10
耶路撒冷,head of government,Uri Lupolianski
圭亚那,diplomatic relation,朝鲜民主主义人民共和国
波兰,located in or next to body of water,西布格河
美国偶像,has part,美国偶像
耶路撒冷,head of government,埃胡德·奥尔默特
齐桓公,instance of,人类
齐桓公,family name,姜
指数,subclass of,子集
德谟克利特,instance of,人类
鲁班,instance of,人类
圣殿骑士团,instance of,军事修会
李灏,instance of,人类
齐桓公,father,齐僖公
圣殿骑士团,allegiance,教宗
齐桓公,sibling,文姜
德谟克利特,given name,Democritus
鲁班,country of citizenship,鲁国
圣殿骑士团,named after,圣殿山
李灏,family name,李
齐桓公,sibling,宣姜
表单,subclass of,文献
网络社区,subclass of,虚拟社群
布莱恩·泰勒,instance of,人类
郭应禄,instance of,人类
张嘉译,instance of,人类
原因,instance of,角色
德谟克利特,place of birth,阿勃德拉
鲁班,family name,班姓
圣殿骑士团,founded by,雨果·德·帕英
李灏,occupation,政治人物
齐桓公,sibling,齐襄公
表单,topic's main category,Category:美国政府表格
网络社区,location,互联网
圣殿骑士团,founded by,Godfrey de Saint-Omer
李灏,position held,全国人民代表大会代表
齐桓公,sibling,公子纠
林群,instance of,人类
艾里克敏捷龙,instance of,化石分类单元
吕氏春秋,instance of,文学作品
张涵予,instance of,人类
流量,subclass of,rate
execution,subclass of,实作
网络社区,said to be the same as,虚拟社群
郭应禄,family name,郭
原因,part of,因果关系
Here地图,country,荷兰
德谟克利特,sibling,Herodotus
圣殿骑士团,founded by,André de Montbard
李灏,position held,全国人民代表大会常务委员会委员
齐桓公,spouse,卫共姬
艾里克敏捷龙,taxon rank,属
再生能源,topic's main category,Category:Renewable energy in India
流量,subclass of,物理量
execution,subclass of,杀害
布莱恩·泰勒,given name,布赖恩
留言板,different from,Comparison of Internet forum software
郭应禄,occupation,政治人物
张嘉译,family name,张
原因,has effect,事件
Here地图,member of,Linux基金会
德谟克利特,languages spoken written or signed,古希腊语
圣殿骑士团,office held by head of the organization,Grand Master of the Knights Templar
齐桓公,spouse,少卫姬
烈焰,instance of,原创动画录影带
张晓龙,instance of,人类
熔点,subclass of,温度
Thomas,instance of,人类
Edward,instance of,男性人名
冷凝管,subclass of,实验室玻璃器皿
林群,family name,林
新西兰英语,topic's main category,Category:New Zealand English
吕氏春秋,has edition,吕氏春秋
流量,subclass of,标量
布莱恩·泰勒,family name,泰勒
留言板,topic's main template,Template:BBS
郭应禄,position held,全国政协委员
张嘉译,place of birth,西安市
Here地图,legal form,有限责任公司 (意大利)
德谟克利特,writing languages,古希腊语
圣殿骑士团,country,教皇国
齐桓公,spouse,郑姬
烈焰,genre,喜剧漫画/动画
张晓龙,family name,张
Q版,different from,Chibi
HomeKit,use,家居自动化
Edward,part of,爱德华
冷凝管,topic's main category,Category:Condensers (chemistry laboratory equipment)
林群,occupation,数学家
新西兰英语,related category,Category:New Zealand English pronunciation
吕氏春秋,author,吕不韦
张涵予,family name,张
流量,calculated from,质量通量
留言板,topic's main category,Category:BBS
张嘉译,spouse,王海燕
原因,has effect,状况
Here地图,location of formation,森尼韦尔
圣殿骑士团,location,圣殿山
齐桓公,spouse,葛嬴
美人鱼,subclass of,Wasserfrau
亚洲,instance of,大洲
亲爱的麻洋街,instance of,电视节目
威廉·格林,instance of,人类
海流能,subclass of,水力资源
尤尔根·克林斯曼,instance of,人类
烈焰,genre,action anime and manga
张晓龙,occupation,足球运动员
林群,occupation,政治人物
吕氏春秋,country of origin,秦国
张涵予,place of birth,北京市
流量,calculated from,unit normal vector
execution,described by source,大保利古典学百科全书
张嘉译,occupation,演员
原因,has effect,后件
Here地图,owned by,大众集团
德谟克利特,occupation,数学家
圣殿骑士团,location,圣莫里斯和拉匝禄教堂
齐桓公,spouse,密姬
美人鱼,subclass of,merfolk
亚洲,instance of,continental area and surrounding islands
威廉·格林,part of,格林兄弟
烈焰,genre,科幻漫画
张晓龙,position played on team / speciality,后卫
Thomas,country of citizenship,大不列颠及爱尔兰联合王国
Edward,language of work or name,波兰语
林群,position held,全国人民代表大会代表
张涵予,occupation,演员
流量,calculated from,面积
execution,said to be the same as,处决方式
张嘉译,occupation,电影演员
原因,has effect,效应
Here地图,parent organization,BMW
圣殿骑士团,owner of,Château de Cazouls-d'Hérault
齐桓公,child,齐孝公
美人鱼,opposite of,merman
威廉·格林,part of,哥廷根七君子
Thomas,given name,迈克尔
Edward,writing system,拉丁文字
林群,member of,中国科学院数学物理学部
张涵予,occupation,电视演员
流量,described by source,ISO 80000-4:2006: Quantities and units—Part 4: Mechanics
execution,topic's main category,Category:处决
布莱恩·泰勒,occupation,音乐家
张嘉译,occupation,电视演员
Here地图,parent organization,梅赛德斯-宾士
德谟克利特,movement,原子论
圣殿骑士团,owner of,Castell d'Ascó
齐桓公,child,公子无亏
美人鱼,described by source,布罗克豪斯-艾佛隆百科词典
亚洲,part of,欧亚大陆
Thomas,given name,Oldfield
Edward,family name identical to this given name,爱德华
张涵予,educated at,中央戏剧学院
流量,described by source,ISO 80000-4:2019: Quantities and units - Part 4: Mechanics
布莱恩·泰勒,occupation,指挥家
张嘉译,educated at,北京电影学院
原因,different from,Příčina
德谟克利特,doctoral student,Bion of Abdera
圣殿骑士团,owner of,Castle of Olivenza
齐桓公,child,齐惠公
美人鱼,has part,human torso
亚洲,part of,欧亚非大陆
威廉·格林,country of citizenship,黑森-卡塞尔
尤尔根·克林斯曼,given name,于尔根
Thomas,given name,Rogers
张涵予,notable work,智取威虎山 (电影)
流量,described by source,International Electrotechnical Vocabulary
布莱恩·泰勒,occupation,电影评分作曲家
原因,said to be the same as,前件
Here地图,parent organization,日本电信电话
德谟克利特,student,希波克拉底
圣殿骑士团,owner of,Castle of Chalamera
齐桓公,child,齐懿公
美人鱼,has part,鱼鳍
亚洲,part of,Ostfeste
威廉·格林,country of citizenship,普鲁士王国
尤尔根·克林斯曼,place of birth,格平根
Thomas,family name,托马斯
Edward,said to be the same as,爱德华 (名字)
张涵予,award received,金马奖最佳男主角
流量,recommended unit of measurement,kilogram per second
布莱恩·泰勒,occupation,电影制片人
Here地图,parent organization,三菱商事
德谟克利特,student,Metrodorus of Chios
圣殿骑士团,owner of,Monzón Castle
齐桓公,child,齐昭公
美人鱼,different from,鲁萨尔卡
亚洲,named after,亚细亚
尤尔根·克林斯曼,child,庄拿芬·奇连士文
Thomas,place of birth,米尔布鲁克
Edward,said to be the same as,艾德华多
流量,different from,体积流率
Here地图,parent organization,先锋公司
德谟克利特,student,Nessas of Chios
圣殿骑士团,owner of,Peniscola Castle
齐桓公,child,公子雍
美人鱼,different from,塞壬
亚洲,located on terrain feature,东半球
威廉·格林,given name,威廉姆
Thomas,place of death,伦敦
Edward,said to be the same as,爱德华多
流量,different from,质量通量
布莱恩·泰勒,educated at,加州大学洛杉矶分校
Here地图,parent organization,大陆集团
德谟克利特,student of,留基伯
圣殿骑士团,owner of,Castelo de Tomar
齐桓公,child,齐姜
美人鱼,different from,merfolks in a work of fiction
亚洲,located in time zone,尼泊尔标准时间
威廉·格林,given name,Karl
尤尔根·克林斯曼,occupation,足球运动员
Thomas,manner of death,自杀
Edward,said to be the same as,Edvard
流量,different from,mass change rate
布莱恩·泰勒,religion,无神论
Here地图,parent organization,Intel Capital
德谟克利特,ethnic group,希腊人
圣殿骑士团,owner of,Cressing Temple
齐桓公,family,齐国
美人鱼,said to be the same as,Pharaonka
亚洲,located in time zone,斯里兰卡标准时间
威廉·格林,family name,格里姆
尤尔根·克林斯曼,occupation,足球领队
Edward,said to be the same as,埃德
布莱恩·泰勒,instrument,爵士鼓
Here地图,parent organization,罗伯特·博世有限公司
德谟克利特,religion,无神论
圣殿骑士团,owner of,Castell de Gardeny
齐桓公,occupation,政治人物
美人鱼,said to be the same as,塞壬
亚洲,located in time zone,菲律宾标准时间
威廉·格林,place of birth,哈瑙
尤尔根·克林斯曼,position played on team / speciality,前锋
Edward,said to be the same as,Eetu
布莱恩·泰勒,nominated for,黄金时段艾美奖最佳片头曲
Here地图,subsidiary,NAVTEQ公司
德谟克利特,present in work,神曲
圣殿骑士团,owner of,Castle of Penas Róias
美人鱼,topic's main Wikimedia portal,Portal:Mermaids
亚洲,located in time zone,马加丹时间
Thomas,occupation,生物学家
Edward,said to be the same as,Eduardus
布莱恩·泰勒,different from,BT (音乐家)
Here地图,headquarters location,埃因霍温
德谟克利特,described by source,Small Brockhaus and Efron Encyclopedic Dictionary
圣殿骑士团,headquarters location,圣殿山
美人鱼,topic's main category,Category:人鱼
亚洲,located in time zone,亚美尼亚标准时间
威廉·格林,place of burial,柏林圣马太教堂墓地
尤尔根·克林斯曼,league,德国足球乙级联赛
Thomas,occupation,动物学家
Edward,said to be the same as,Edvárd
德谟克利特,described by source,布罗克豪斯-艾佛隆百科词典
圣殿骑士团,replaced by,大十字功绩勳章
亚洲,located in time zone,香港时间
威廉·格林,father,Philipp Grimm
Thomas,field of work,动物学
Edward,said to be the same as,Eduardas
德谟克利特,described by source,Real'nyj slovar' klassicheskih drevnostej po Ljubkeru
亚洲,located in time zone,印度标准时间
尤尔根·克林斯曼,educated at,Gewerbliche Schule Im Hoppenlau
Edward,said to be the same as,爱德瓦 (名字)
Here地图,product or material produced,Here WeGo
德谟克利特,topic's main category,Category:Democritus
圣殿骑士团,conflict,十字军东征
亚洲,located in time zone,海参崴时间
威廉·格林,sibling,Charlotte Amalie Grimm
Thomas,member of,皇家学会
Edward,said to be the same as,Iorwerth
圣殿骑士团,conflict,阿斯卡隆攻城
亚洲,located in time zone,韩国标准时
威廉·格林,sibling,路德维希·格林
尤尔根·克林斯曼,member of sports team,桑普多利亚足球俱乐部
Thomas,member of,英国皇家学会
Edward,said to be the same as,Eduart
圣殿骑士团,conflict,蒙吉萨战役
亚洲,located in time zone,日本标准时间
威廉·格林,spouse,Dorothea Grimm
尤尔根·克林斯曼,member of sports team,摩纳哥足球俱乐部
Thomas,award received,皇家学会会员
Edward,said to be the same as,Eide
亚洲,located in time zone,不丹时区
威廉·格林,child,Herman Grimm
尤尔根·克林斯曼,member of sports team,托特纳姆热刺足球俱乐部
Thomas,award received,Fellow of the Zoological Society
Edward,said to be the same as,Duarte
圣殿骑士团,conflict,阿斯夫战役 (1191年)
亚洲,located in time zone,UTC+06:00
尤尔根·克林斯曼,member of sports team,斯图加特体育俱乐部
Thomas,different from,Thomas Oldfield
Edward,said to be the same as,Eduards
圣殿骑士团,conflict,Conquest of Majorca
亚洲,located in time zone,中国时区
尤尔根·克林斯曼,member of sports team,国际米兰足球俱乐部
Edward,said to be the same as,埃迪
圣殿骑士团,conflict,曼苏拉战役
亚洲,located in time zone,欧洲东部时间
尤尔根·克林斯曼,member of sports team,斯图加特踢球者足球俱乐部
Edward,said to be the same as,Odoardo
圣殿骑士团,significant event,Trials of the Knights Templar
亚洲,located in time zone,叶卡捷琳堡时间
威廉·格林,occupation,字词典编纂者
尤尔根·克林斯曼,member of sports team,橙郡蓝星
Edward,said to be the same as,Eduard
圣殿骑士团,official symbol,铁砧十字
亚洲,located in time zone,伊尔库茨克时间
威廉·格林,occupation,人类学家
尤尔根·克林斯曼,member of sports team,德国国家足球队
Edward,said to be the same as,Edvards
圣殿骑士团,patron saint,圣伯尔纳铎
亚洲,located in time zone,雅库茨克时间
威廉·格林,occupation,图书馆员
尤尔根·克林斯曼,member of sports team,托特纳姆热刺足球俱乐部
Edward,said to be the same as,Ēadweard
圣殿骑士团,described by source,Small Brockhaus and Efron Encyclopedic Dictionary
亚洲,located in time zone,阿塞拜疆标准时间
尤尔根·克林斯曼,member of sports team,桑普多利亚足球俱乐部
Edward,attested in,frequency of first names in the Netherlands 2010
圣殿骑士团,described by source,布罗克豪斯-艾佛隆百科词典
亚洲,located in time zone,以色列标准时间
威廉·格林,occupation,law librarian
尤尔根·克林斯曼,member of sports team,德国21岁以下国家足球队
圣殿骑士团,described by source,大英百科全书第十一版
亚洲,located in time zone,伊朗标准时间
威廉·格林,occupation,儿童文学作家
尤尔根·克林斯曼,member of sports team,德国奥林匹克足球代表队
圣殿骑士团,described by source,地狱辞典第六版
亚洲,located in time zone,克拉斯诺亚尔斯克时间
威廉·格林,occupation,教育学家
尤尔根·克林斯曼,member of sports team,Germany national under-16 football team
圣殿骑士团,described by source,Vlastenský slovník historický
亚洲,located in time zone,国家标准时间
威廉·格林,occupation,语言学家
尤尔根·克林斯曼,member of sports team,橙郡蓝星
圣殿骑士团,has part,Knight of the Order of the Temple
亚洲,located in time zone,Indonesia Western Standard Time
威廉·格林,occupation,literary scholar
尤尔根·克林斯曼,member of sports team,德国奥林匹克足球代表队
圣殿骑士团,different from,圣殿骑士团贩毒集团
亚洲,located in time zone,印尼中部标准时间
威廉·格林,occupation,germanist
圣殿骑士团,topic's main category,Category:圣殿骑士团
亚洲,located in time zone,东盟统一时区
威廉·格林,occupation,法学家
尤尔根·克林斯曼,participant in,1994年世界杯足球赛
亚洲,located in time zone,马来西亚标准时间
威廉·格林,occupation,大学教员
尤尔根·克林斯曼,participant in,1998年世界杯足球赛
亚洲,located in time zone,巴基斯坦标准时间
威廉·格林,occupation,mythographer
尤尔根·克林斯曼,participant in,1990年世界杯足球赛
亚洲,located in time zone,孟加拉国标准时间
威廉·格林,occupation,collector of fairy tales
尤尔根·克林斯曼,participant in,1988年夏季奥林匹克运动会
亚洲,located in time zone,新加坡标准时间
威廉·格林,employer,哥廷根大学
尤尔根·克林斯曼,participant in,1988年欧洲足球锦标赛
威廉·格林,employer,Frederick William University
尤尔根·克林斯曼,participant in,1992年欧洲足球锦标赛
威廉·格林,position held,Member of the Frankfurt Parliament
尤尔根·克林斯曼,participant in,1996年欧洲足球锦标赛
亚洲,geography of topic,亚洲地理
威廉·格林,movement,浪漫主义
尤尔根·克林斯曼,award received,德国足球先生
亚洲,history of topic,亚洲史
威廉·格林,member of,普鲁士科学院
尤尔根·克林斯曼,award received,德国足球年度最佳教练
亚洲,described by source,天主教百科全书
威廉·格林,member of,哥廷根科学院
尤尔根·克林斯曼,award received,银月桂叶
亚洲,described by source,亚美尼亚苏维埃百科全书
威廉·格林,member of,巴伐利亚科学与人文学院
尤尔根·克林斯曼,award received,Cross of the Order of Merit of the Federal Republic of Germany
亚洲,described by source,Sytin Military Encyclopedia Akon
威廉·格林,member of,Royal Swedish Academy of Letters History and Antiquities
尤尔根·克林斯曼,award received,Order of Merit of Baden-Württemberg
亚洲,described by source,Bible Encyclopedia of Archimandrite Nicephorus
威廉·格林,member of,荷兰皇家艺术和科学会
尤尔根·克林斯曼,topic's main category,Category:Jürgen Klinsmann
亚洲,described by source,布罗克豪斯-艾佛隆百科词典
威廉·格林,educated at,马尔堡大学
尤尔根·克林斯曼,coach of sports team,柏林赫塔足球俱乐部
亚洲,described by source,Small Brockhaus and Efron Encyclopedic Dictionary
威廉·格林,educated at,柏林洪堡大学
尤尔根·克林斯曼,supported sports team,洛杉矶湖人
亚洲,described by source,Jewish Encyclopedia of Brockhaus and Efron
威廉·格林,student,Leo Meyer
亚洲,described by source,大保利古典学百科全书
威廉·格林,work location,哈瑙
亚洲,described by source,Bible Encyclopedia of Archimandrite Nicephorus
威廉·格林,work location,卡塞尔
亚洲,described by source,The Nuttall Encyclopædia
威廉·格林,work location,马尔堡
亚洲,has part,东亚
威廉·格林,work location,哥廷根
亚洲,has part,中亚
威廉·格林,ethnic group,德意志人
威廉·格林,religion,加尔文主义
威廉·格林,described by source,德国通用传记
亚洲,has part,巴勒斯坦
威廉·格林,described by source,BEIC Digital Library
亚洲,has part,北亚
威廉·格林,described by source,Obalky knih.cz
亚洲,topic's main Wikimedia portal,Portal:亚洲
威廉·格林,described by source,Frankfurter Personenlexikon
亚洲,topic's main category,Category:亚洲
威廉·格林,topic's main category,Category:Wilhelm Grimm
亚洲,category for people born here,Category:Births in Asia
亚洲,category for people who died here,Category:亚洲死者
亚洲,category of people buried here,Category:Burials in Asia
亚洲,category for films shot at this location,Category:亚洲取景电影
亚洲,Wikimedia outline,outline of Asia
亚洲,on focus list of Wikimedia project,Wikipedia:基础条目
亚洲,category for maps,Category:Maps of Asia
sp2,found in taxon,黑腹果蝇
sp2,encodes,Serpin 28F Dmel_CG8137
任泉,instance of,人类
中华人民共和国教师法,instance of,中华人民共和国法律
殷桃,instance of,人类
卡佩王朝,instance of,贵族世家
香农定理,instance of,定理
倍比定律,instance of,物理定律
控制,instance of,电影
sp2,chromosome,Drosophila melanogaster chromosome 2L
殷桃,sex or gender,女
卡佩王朝,instance of,朝代
香农定理,described by source,亚美尼亚苏维埃百科全书
控制,based on,消失的爱人
sp2,strand orientation,reverse strand
需求,instance of,维基媒体消歧义页
京东,instance of,维基媒体消歧义页
卡佩王朝,part of,罗伯特王朝
控制,genre,crime thriller
中华人民共和国海关总署,instance of,国务院直属机构
数学史,instance of,特定历史
德国足球甲级联赛,instance of,足球联赛
电子科技大学,instance of,大学
大贝尔特海峡,instance of,海峡
任泉,family name,任
殷桃,family name,殷
卡佩王朝,founded by,于格·卡佩
控制,genre,犯罪片
加那利群岛,instance of,西班牙自治区
吴有训,instance of,人类
德国足球甲级联赛,subclass of,national championship
电子科技大学,instance of,open-access publisher
大贝尔特海峡,part of,丹尼斯海峡
任泉,place of birth,齐齐哈尔市
殷桃,place of birth,重庆市
卡佩王朝,owner of,Nantouillet Castle
控制,genre,剧情片
加那利群岛,instance of,群岛
槲寄生,instance of,生物分类单元
杰夫·沃尔,instance of,人类
麦亨利,instance of,乐队
逐行扫描,instance of,电视频道
超现实主义,instance of,艺术运动
数学史,topic's main category,Category:数学史
世嘉公司,instance of,电子游戏开发商
任泉,occupation,演员
殷桃,occupation,演员
卡佩王朝,described by source,亚美尼亚苏维埃百科全书
控制,genre,基于文学的电影
神经冲动,instance of,生物过程
沈月,instance of,人类
加那利群岛,instance of,整体海外领土
槲寄生,taxon rank,种
麦亨利,instance of,男子音乐组合
超现实主义,house publication,La Révolution surréaliste
中华人民共和国海关总署,headquarters location,北京市
世嘉公司,instance of,电子游戏发行商
德国足球甲级联赛,follows,德国足球高级联赛
电子科技大学,located in the administrative territorial entity,成都市
大贝尔特海峡,shares border with,菲英岛
殷桃,educated at,中国人民解放军艺术学院
卡佩王朝,described by source,The Nuttall Encyclopædia
控制,genre,悬疑电影
神经冲动,subclass of,regulation of membrane potential
沈月,sex or gender,女
深圳机场站,instance of,铁路车站
数学基础,different from,Grundlagen der Mathematik
杨芸晴,instance of,人类
开发商,instance of,产业
林则徐,instance of,人类
卡里姆·本泽马,instance of,人类
加那利群岛,instance of,历史国籍
吴有训,family name,吴
槲寄生,parent taxon,槲寄生属
瑞士诗篇,composer,Alberich Zwyssig
麦亨利,genre,韩国流行音乐
超现实主义,house publication,Le Surrealisme au service de la revolution
中华人民共和国海关总署,topic's main category,Category:中华人民共和国海关总署
世嘉公司,industry,电子游戏产业
德国足球甲级联赛,competition class,men's association football
电子科技大学,topic's main category,Category:电子科技大学
任泉,educated at,上海戏剧学院
卡佩王朝,has part,勃艮第王朝
控制,performer,特伦特·雷泽诺
tendency,instance of,哲学概念
纽约州,instance of,美国州份
数学基础,topic's main category,Category:Foundations of mathematics
杨芸晴,sex or gender,女
开发商,subclass of,推销员
吴有训,place of birth,高安市
槲寄生,has fruit type,浆果
杰夫·沃尔,given name,杰夫
瑞士诗篇,lyrics by,Leonhard Widmer
麦亨利,country of origin,大韩民国
电子科技大学,category for employees of the organization,Category:University of Electronic Science and Technology of China faculty
任泉,instrument,声乐
卡佩王朝,has part,埃夫勒王朝
tendency,instance of,质
纽约州,part of,美国本土
黄眼企鹅,instance of,生物分类单元
卡特加特海峡,instance of,海峡
铜,instance of,化学元素
唾液酸,instance of,化合物
奥兹玛计划,instance of,事件
九江学院,instance of,大学
沈月,family name,沈
深圳机场站,located in the administrative territorial entity,福永街道
开发商,subclass of,专业
林则徐,country of citizenship,清朝
加那利群岛,anthem,Himno de Canarias
吴有训,place of death,北京市
槲寄生,this taxon is source of,mistletoe (herb)
杰夫·沃尔,family name,华尔
瑞士诗篇,tonality,降B大调
超现实主义,influenced by,形而上派
世嘉公司,legal form,株式会社
德国足球甲级联赛,organizer,德国足球总会
电子科技大学,category for alumni of educational institution,Category:电子科技大学校友
卡佩王朝,has part,瓦卢瓦王朝
内衣,subclass of,服装
王力宏,instance of,人类
tendency,subclass of,possibility
纽约州,named after,约克公爵
黄眼企鹅,taxon rank,种
铜,instance of,单质
唾液酸,subclass of,单醣
沈月,place of birth,邵阳市
深圳机场站,different from,Shenzhen Airport North station
杨芸晴,family name,杨
开发商,subclass of,产品开发
林则徐,family name,林
槲寄生,described by source,俄语详解词典
杰夫·沃尔,place of birth,温哥华
超现实主义,influenced by,共产主义
世嘉公司,legal form,控股公司
大贝尔特海峡,described by source,布罗克豪斯-艾佛隆百科词典
卡佩王朝,has part,奥尔良王朝
控制,director,大卫·芬奇
内衣,topic's main category,Category:内衣
活死人,instance of,电影
Collide,instance of,电影
Worlds,instance of,音乐专辑
背影,subclass of,zone
WeGame,instance of,数字发布平台
纽约州,motto,I Love New York
黄眼企鹅,parent taxon,黄眼企鹅属
卡特加特海峡,tributary,艾特兰河
唾液酸,part of,sialic acid transmembrane transporter activity
奥兹玛计划,field of work,搜寻地外文明计划
九江学院,located in the administrative territorial entity,九江市
沈月,occupation,Actizona
林则徐,place of birth,侯官县
槲寄生,different from,Phoradendron leucarpum
超现实主义,topic's main category,Category:超现实主义
世嘉公司,location of formation,东京都
德国足球甲级联赛,league level below,德国足球乙级联赛
大贝尔特海峡,described by source,Sytin Military Encyclopedia Akon
卡佩王朝,has part,巴西皇室家族
控制,screenwriter,吉莉安·弗琳
圣基茨和尼维斯,instance of,英联邦王国
活死人,genre,丧尸片
Collide,genre,动作片
Worlds,follows,Spitfire
背影,subclass of,物理现象
WeGame,instance of,软件存储库
卡特加特海峡,inflows,约塔河
铜,subclass of,药物治疗
唾液酸,part of,sialic acid:proton symporter activity
奥兹玛计划,named after,奥兹玛
九江学院,headquarters location,九江市
沈月,different from,沈约
杨芸晴,languages spoken written or signed,泰语
开发商,field of this occupation,建筑施工
林则徐,place of death,普宁市
卡里姆·本泽马,given name,卡里姆
加那利群岛,capital,圣克鲁斯-德特内里费
槲寄生,topic's main category,Category:Viscum album
杰夫·沃尔,occupation,美术史学家
世嘉公司,owned by,世嘉飒美控股
德国足球甲级联赛,league level below,Regionalliga West (1963–1974)
大贝尔特海峡,described by source,The Nuttall Encyclopædia
卡佩王朝,has part,阿维斯王朝
控制,cast member,本·阿弗莱克
圣基茨和尼维斯,instance of,国
王力宏,given name,Alexander
Collide,genre,犯罪片
Worlds,followed by,Worlds Remixed
背影,subclass of,射影
黄眼企鹅,IUCN conservation status,濒危物种
卡特加特海峡,inflows,艾特兰河
唾液酸,has part,氮
开发商,practiced by,real estate developer
林则徐,spouse,郑氏 (林则徐妻)
卡里姆·本泽马,given name,穆斯塔法 (名字)
加那利群岛,capital,拉斯帕尔马斯
杰夫·沃尔,occupation,摄影师
世嘉公司,parent organization,世嘉控股
德国足球甲级联赛,league level below,德国地区足球联赛
大贝尔特海峡,topic's main category,Category:Storebælt
卡佩王朝,has part,布拉甘萨王朝
控制,cast member,罗莎蒙·派克
圣基茨和尼维斯,instance of,岛屿国家
王力宏,family name,王
Collide,genre,剧情片
Worlds,genre,流行电音
背影,subclass of,absence
纽约州,capital,奥尔巴尼
黄眼企鹅,topic's main category,Category:Megadyptes antipodes
